ID;Apraksts;Vietas tips;Balsu skaits;Atrašanās vieta;RDSD atbildes statuss
4316;Augstas apmales (Loģistikas ielas un Jātnieku ielas gājēju un velosipēdu ceļa krustojums).;Segums (bedres, augstas apmales);1;55.89846439274241, 26.564233303070072;Nav
5772;"Veloceliņa līkumā salapoju&scaron;ie koku apak&scaron;ējie zari apgrūtina redzamību, kā arī nedaudz sa&scaron;aurina izmantojamo celiņa daļu (jāizvairās, lai neiebrauktu zaros). Problēmas risinā&scaron;anai pietiktu veikt koku kop&scaron;anu.";Šaurība, nepārredzamība;1;56.98671969005965, 24.16112932122866;Nav
5851;"Pu&scaron;ķina iela 14, Daugavpils bedres.";Segums (bedres, augstas apmales);1;55.87271061341314, 26.53807103633881;Nav
4321;Pie mājas Nometņu iela 66 augsta apmale.;Segums (bedres, augstas apmales);1;55.865312269432444, 26.5430223941803;Nav
4331;"Bedre (iekritums) pie akas kolektora Jelgavas un Stiklu ielas krustojums (orentējo&scaron;i).";Segums (bedres, augstas apmales);1;55.870236629189975, 26.561159491539005;Nav
4322;"Nometņu ielas un Patversmes ielas krustojums (orentējo&scaron;i).";Segums (bedres, augstas apmales);1;55.86561328733308, 26.553955078125004;Nav
4947;"Ļoti sarežģīti dro&scaron;ā veidā &scaron;ķērsot Valmieras ielu, braucot pa Lienes ielu. Krustojums, kurā ir liela ma&scaron;īnu satiksme un kurā nav nevienas gājēju pārejas vai luksafora. ";Cits;1;56.952832564028725, 24.151607751846317;Nav
6511;"Ja velosipēdu nelaiž/netiek uz blakus eso&scaron;o velojoslas pārbrauktuvi, tad pie pārejas ir stabs uz 50cm &scaron;auras ietves, ne ritenis, cilvēks netiek garām neuzkāpjot uz sliedēm, ko gaidiet? Līķus?";Šaurība, nepārredzamība;1;56.94195443602299, 24.08215999603272;Nav
6642;Nav ietves, nav gājēju pārejas, kas tas vispār ir?!?!;Segums (bedres, augstas apmales);1;56.929006556972666, 24.09509897232056;Nav
2183;"Daniela &scaron;ķērso velocelinu tā kā tas nav iezīmēts neviens to neņem par pilnu vai izliekas neredzam. Un tā gar visu bauskas ielu. Celiņ&scaron; nav savienota ar pieturām un derētu velo novietnes lai var pārsēsties uz sabiedrisko.";Cits;1;56.90291569737618, 24.144591093063358;Nav
7349;Papīrfabrika Jugla - IKEA, tāda veloceļa un gājēju ceļa nav. ;Cits;0;56.955821184880946, 24.282651903340593;Nav
7506;"Tā jau &scaron;aura ietve un vēl izveidota bezmaksas (?) stāvvieta uz ietves tie&scaron;i blakus Vecrīgai.";Šaurība, nepārredzamība;0;56.94591438715202, 24.10628199571875;
7471;"Nē&scaron;aurs trotuārs un cilvēkiem bieži nepatīk&scaron;anas, ka daudz riteņbraucēju izmanto &scaron;o trotuaru ne ka ceļu. Uz ceļiem ar lieliem ātrumiem brauc ma&scaron;īnas. Ari daudz bedrēs, kuras gribās apbraukt, bet arī daudz cilvēku kam patīk pa &scaron;iem pusēm apkart bedrēm iet. ";Segums (bedres, augstas apmales);0;56.911053891954694, 24.086150051243756;
7379;"Tirdzniecības lete pret veloceliņu, kur pircēji &scaron;ķērso veloceļu. Atļauju pa&scaron;valdība izsniegusi laikos pirms krustojuma pārbūves un tagad pircēji var iepirkties, tikai stāvot uz veloceliņa, ko veicina arī letes novietojums.";Cits;0;56.958705243368705, 24.009628185099597;
7532;"Pie DUS &quot;Viada&quot; ir bedre (sk. pielikumā), kura pēc laika &scaron;asaurinājas gan platumā, gan augstumā. ";Segums (bedres, augstas apmales);0;56.959384913391695, 24.011497735518788;
7100;"Bajāru un Lielvārdes ielu krustonjms. Vieta kur no rajona cilvēki dodas uz Bikernieku meźu un intensīvas satiksmes laikā ar velo jā&scaron;kērso 4 joslas. Vajadzētu ierīkot neregulējamu gājēju pāreju.";Cits;0;56.971263713383046, 24.19273138046265;Nav
7611;"No Ziepniekalna ir grūti nobraukt līdz Imanta-Jūrmala veloceliņam,  pa Ulmaņa Gatves ielu brauk&scaron;ana ir bīstama, velosipēdisti ir spiesti braukt pa Zolitūdes ielas posmu (starp Jurkalnes un Gramzdas ielam), turklāt ir vienvirziena satiksme un gājējiem pat nav ceļa..
";Cits;0;56.9394495008877, 24.00641441345215;
7534;"Augstas apmales pie iebrauktuves stāvvietā. Ietve tiek pārrauta un rada nepamatotu iespaidu, ka automa&scaron;īnām ir priek&scaron;roka. ";Segums (bedres, augstas apmales);0;56.94460372113864, 24.093731213361025;
7580;Gājēju pāreja starp Jugla un Mežciema. Bīstama vieta gājējiem un velosipēdistiem.;Cits;0;56.968903054490106, 24.252823590577467;
